importance,author,title,table_name,contrast,keywords,Name,Left/Right,Broadman Area,X(R),Y(A),Z(S),z-score,subjects,cluster size,p value,t,NV
+,Winston et al,Brain systems for assessing facial attractiveness,Table 1 - Brain regions showing significant differences in BOLD activation in a task-dependent manner (attractiveness judgment > age judgment;,high reward > low reward,fMRI; reward value; outcome phase; decision making; social reward; MNI; passive; viewing,Inferior temporal cortex,Right,,54,0,-36,5.04,26,6.0,0.05,,
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Dorsal Medial Prefrontal Cortex,,,4,48,26,3.59,13,,0.05,,438.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Dorsal Medial Prefrontal Cortex,,,2,52,30,3.57,13,,0.05,,438.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Dorsal Medial Prefrontal Cortex,,,4,50,12,3.2,13,,0.05,,438.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Thalamus,,,-2,-2,4,3.29,13,,0.05,,297.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,supramarginal gyrus/inferior parietal lobule,Right,,54,-42,34,3.2,13,,0.05,,329.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S1 - Foci of regions modulated by the experienced risk in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,supramarginal gyrus/inferior parietal lobule,Right,,54,-50,46,3.08,13,,0.05,,329.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,ACC/VMPFC/left LOFC,,,0,58,-6,3.74,13,,0.05,,1401.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,ACC/VMPFC/left LOFC,,,-34,56,-14,3.65,13,,0.05,,1401.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,ACC/VMPFC/left LOFC,,,-2,42,8,3.2,13,,0.05,,1401.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Posterior Cingulate Cortex,,,0,-36,26,3.66,13,,0.05,,1072.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Nucleus Accumbens (NAcc),Left,,-20,12,-12,3.65,13,,0.05,,729.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Nucleus Accumbens (NAcc),Left,,-16,6,-18,3.31,13,,0.05,,729.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Posterior middle temporal gyrus/angular gyrus/superior occipital gyrus,Left,,-52,-64,20,3.15,13,,0.05,,431.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Posterior middle temporal gyrus/angular gyrus/superior occipital gyrus,Left,,-30,-78,44,3.12,13,,0.05,,431.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Superior/Middle Frontal Gyrus,Left,,-26,32,48,3.23,13,,0.05,,290.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Superior/Middle Frontal Gyrus,Left,,-18,28,58,3.14,13,,0.05,,290.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S2 - Foci of regions modulated by the experienced reward in the parametric analysis,-,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task,Nucleus Accumbens (NAcc),Right,,8,18,-4,3.32,13,,0.05,,284.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Dorsal Medial Prefrontal Cortex,,,6,40,38,3.59,13,,0.05,,511.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Dorsal Medial Prefrontal Cortex,,,4,52,28,3.25,13,,0.05,,511.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Dorsal Medial Prefrontal Cortex,,,6,50,48,3.23,13,,0.05,,511.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Thalamus,,,-4,-2,2,3.6,13,,0.05,,411.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Thalamus,,,2,-12,10,3.11,13,,0.05,,411.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Calcarine/Left Cerebellum,,,4,-90,-4,3.33,13,,0.05,,1036.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Calcarine/Left Cerebellum,,,-10,-84,-38,3.31,13,,0.05,,1036.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Calcarine/Left Cerebellum,,,-22,-78,-20,3.21,13,,0.05,,1036.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S3 - Foci of activation for Risky minus Safe choices across both Gain and Loss domains,risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Middle Temporal Gyrus,Right,,66,-32,-4,3.19,13,,0.05,,291.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,ACC/VMPFC,,,-2,40,8,3.56,13,,0.05,,815.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,ACC/VMPFC,,,0,48,-14,3.46,13,,0.05,,815.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,ACC/VMPFC,,,0,58,-4,3.42,13,,0.05,,815.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,lateral Orbital Frontal Gyrus,Left,,-52,42,-4,3.74,13,,0.05,,793.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Superior/Middle Frontal Gyrus,Left,,-22,32,44,3.52,13,,0.05,,676.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Superior/Middle Frontal Gyrus,Left,,-16,54,34,3.13,13,,0.05,,676.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Superior/Middle Frontal Gyrus,Left,,-14,20,54,3.06,13,,0.05,,676.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Nucleus Accumbens (NAcc),Left,,-20,12,-12,3.86,13,,0.05,,1040.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Nucleus Accumbens (NAcc),Left,,-10,16,-6,3.75,13,,0.05,,1040.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Nucleus Accumbens (NAcc),Right,,8,18,-4,3.6,13,,0.05,,575.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Nucleus Accumbens (NAcc),Right,,20,12,-10,3.35,13,,0.05,,575.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,angular gyrus/middle occipital gyrus/superior occipital gyrus,Left,,-44,-78,34,3.62,13,,0.05,,1259.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,angular gyrus/middle occipital gyrus/superior occipital gyrus,Left,,-46,-66,24,3.41,13,,0.05,,1259.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,angular gyrus/middle occipital gyrus/superior occipital gyrus,Left,,-18,-54,68,3.36,13,,0.05,,1259.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,angular gyrus/middle occipital gyrus/superior occipital gyrus,Left,,-46,-56,58,3.31,13,,0.05,,1259.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Angular Gyrus /middle occipital gyrus,Right,,-76,32,44,4.4,13,,0.05,,764.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Angular Gyrus /middle occipital gyrus,Right,,32,-62,36,3.25,13,,0.05,,764.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Posterior Cingulate Cortex,,,-6,-46,30,4.07,13,,0.05,,3527.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S4 - Foci of activation for Win minus Loss domains across both Risky and Safe choices,win > lose,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; positive reward,Precuneus,Right,,6,-46,68,3.46,13,,0.05,,378.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Ventral MPFC,,,-14,50,-2,3.68,13,,0.001,,30.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Angular Gyrus,Left,,-46,-74,32,4.38,13,,0.001,,54.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Angular Gyrus,Left,,-40,-60,40,3.28,13,,0.001,,20.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Middle Temporal Gyrus,Left,,-44,-66,18,4.09,13,,0.001,,40.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Middle Frontal Gyrus,Right,,26,28,38,4.36,13,,0.001,,36.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Inferior Parietal Lobule,Left,,-56,-54,46,4.39,13,,0.001,,28.0
+,Xue et al,Functional Dissociations of Risk and Reward Processing in the Medial Prefrontal Cortex,Table S6 - Foci of regions showing significant positive correlation between individual risk preference and activation in Win vs. Loss contrast,win > lose and risk > safe,fMRI; outcome phase; decision making; monetary reward; MNI; gambling; cups task; risk choice,Inferior Parietal Lobule,Left,,-50,-54,56,3.74,13,,0.001,,20.0
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Ventral striatum,R,,16,14,-6,,23,,,5.14,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Ventral striatum,L,,-14,14,-6,,23,,,3.84,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Thalamus,R,,10,-18,4,,23,,,5.6,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Thalamus,L,,-10,-20,4,,23,,,5.18,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Dorsal caudate,L,,-10,8,6,,23,,,3.76,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Orbitofrontal cortex,L,,-28,58,-12,,23,,,3.88,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Insula,R,,34,26,-6,,23,,,6.7,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Insula,L,,-30,22,-6,,23,,,7.86,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Anterior cingulate cortex/motor division,R,,2,16,40,,23,,,8.81,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Anterior cingulate cortex/motor division,L,,-2,16,42,,23,,,8.87,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Anterior cingulate cortex/cognitive division,L,,-8,22,24,,23,,,3.76,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Anterior cingulate cortex/affective division,R,,10,38,20,,23,,,4.92,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Anterior cingulate cortex/affective division,L,,-8,32,20,,23,,,3.66,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Dorsolateral prefrontal cortex,R,,40,26,26,,23,,,4.04,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Dorsolateral prefrontal cortex,L,,-46,30,30,,23,,,5.47,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Premotor cortex,R,,52,8,26,,23,,,7.41,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Premotor cortex,L,,-56,2,30,,23,,,7.38,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Pre-supplementary motor area,R,,8,0,56,,23,,,4.19,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Pre-supplementary motor area,L,,-10,2,54,,23,,,5.56,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Posterior parietal cortex,R,,46,-30,42,,23,,,7.07,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Posterior parietal cortex,L,,-46,-36,46,,23,,,8.93,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Primary visual cortex,R,,18,-74,8,,23,,,5.15,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Primary visual cortex,L,,-10,-90,0,,23,,,5.22,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Lateral extrastriate cortex,R,,28,-66,44,,23,,,6.38,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Lateral extrastriate cortex,L,,-16,68,54,,23,,,6.61,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Precuneus,R,,10,-70,46,,23,,,6.61,
+,Cruz et al,Alterations in the functional neural circuitry supporting flexible choice behavior in autism spectrum disorders,Table 3 - Summary of regions in the four-choice reversal learning task showing significant activation at reversal compared to expected positive reinforcement for ASD and controls,-,fMRI; working memory; decision making; MNI; two and four choice reversal learning task;reversal learning task;visual identical shapes,Precuneus,L,,-10,-68,52,,23,,,5.72,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,Med SPL (precuneus),,,2,-57,54,6.2,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,Med SPL (precuneus),,,-9,-51,51,5.27,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,Med SPL (precuneus),,,-12,-54,48,5.46,10,1123.0,,,
+,Nobre et al,Orienting Attention to Locations in Perceptual Versus Mental Representations,Table 1 - Common Brain Activations to Precues and Retrocues,retrocue and precue,fMRI; working memory; decision making; talairach; visual spatial cue;precue;retrocue;experimental task,SPL (superior parietal gyrus),R,,9,-60,69,5.82,10,1123.0,,,
