importance,author,title,table_name,contrast,keywords,Left/Right,Name,X(R),Y(A),Z(S),NV,t,subjects,Broadman Area,cluster size,z-score,p value
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Ventral striatum,9.0,6,-9.0,,6.2,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Midbrain,-3.0,-24,-24.0,,7.3,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Midbrain,6.0,-24,-9.0,,6.23,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Anterior insula,-27.0,21,-6.0,,7.48,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Anterior insula,33.0,24,3.0,,8.14,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Anterior cingulate,-6.0,27,39.0,,8.15,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Anterior cingulate,9.0,18,39.0,,8.42,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Anterior cingulate,3.0,6,27.0,,7.37,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Posterior cingulate,-3.0,-18,27.0,,6.1,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Posterior cingulate,3.0,-3,30.0,,8.58,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Middle frontal gyrus,-27.0,-6,48.0,,7.71,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Middle frontal gyrus,30.0,-6,54.0,,7.0,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Superior frontal gyrus,-9.0,15,45.0,,10.82,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Superior frontal / precentral gyrus,-27.0,-12,57.0,,10.08,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Thalamus,-9.0,-18,9.0,,6.76,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Superior parietal lobule,-15.0,-66,54.0,,9.42,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Middle occipital gyrus,39.0,-81,12.0,,8.14,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Left,Cerebellum,-33.0,-54,-33.0,,8.03,18,,,,0.05
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,monetary reward and erotic reward,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic reward,Right,Cerebellum,33.0,-69,-27.0,,6.96,18,,,,0.05
+,Signe Bray and John O'Doherty,Neural Coding of Reward-Prediction Error Signals During Classical Conditioning With Attractive Faces,TABLE 2 - Main effect of attractiveness: z scores and MNI coordinates of peak activation foci,high reward > low reward,fMRI; outcome phase; social reward; face stimuli; MNI; passive,inferior frontal gyrus,Right,39.0,24,18.0,7.0,,23,,,3.7,
+,Signe Bray and John O'Doherty,Neural Coding of Reward-Prediction Error Signals During Classical Conditioning With Attractive Faces,TABLE 2 - Main effect of attractiveness: z scores and MNI coordinates of peak activation foci,high reward > low reward,fMRI; outcome phase; social reward; face stimuli; MNI; passive,inferior frontal gyrus,Left,-39.0,36,15.0,57.0,,23,,,4.7,
+,Signe Bray and John O'Doherty,Neural Coding of Reward-Prediction Error Signals During Classical Conditioning With Attractive Faces,TABLE 2 - Main effect of attractiveness: z scores and MNI coordinates of peak activation foci,high reward > low reward,fMRI; outcome phase; social reward; face stimuli; MNI; passive,nucleus accumbens,Left,-9.0,15,-6.0,8.0,,23,,,4.28,
+,Signe Bray and John O'Doherty,Neural Coding of Reward-Prediction Error Signals During Classical Conditioning With Attractive Faces,TABLE 2 - Main effect of attractiveness: z scores and MNI coordinates of peak activation foci,high reward > low reward,fMRI; outcome phase; social reward; face stimuli; MNI; passive,Medial anterior cingulate,,0.0,36,12.0,32.0,,23,,,3.76,
+,Signe Bray and John O'Doherty,Neural Coding of Reward-Prediction Error Signals During Classical Conditioning With Attractive Faces,TABLE 2 - Main effect of attractiveness: z scores and MNI coordinates of peak activation foci,high reward > low reward,fMRI; outcome phase; social reward; face stimuli; MNI; passive,Medial posterior cingulate,,-3.0,-30,30.0,49.0,,23,,,4.51,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,monetary reward > faces reward,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Precuneus,4.0,-72,34.0,,,23,7,11072.0,6.26,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,monetary reward > faces reward,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Inferior Parietal Lobule,40.0,-40,44.0,,,23,40,3306.0,4.92,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,monetary reward > faces reward,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Middle Frontal Gyrus,32.0,4,64.0,,,23,6,3110.0,4.95,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,monetary reward > faces reward,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Middle Temporal Gyrus,62.0,-46,-8.0,,,23,21,1570.0,4.79,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,monetary reward > faces reward,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Superior Frontal Gyrus,-24.0,6,62.0,,,23,6,1562.0,4.23,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,monetary reward > faces reward,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Middle Temporal Gyrus,-52.0,-56,-14.0,,,23,37,587.0,4.51,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S3 - Regions exhibiting increased activation to photographs of their faces; regardless of their attractiveness; compared to monetary rewards.,social reward > monetary reward,fMRI; reward value;decision making; outcome phase; social reward; MNI;,,Middle Temporal Gyrus,48.0,-62,6.0,,,23,39,6255.0,6.4,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S3 - Regions exhibiting increased activation to photographs of their faces; regardless of their attractiveness; compared to monetary rewards.,social reward > monetary reward,fMRI; reward value;decision making; outcome phase; social reward; MNI;,,Middle Occipital Gyrus,-42.0,-78,0.0,,,23,19,3640.0,5.14,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S3 - Regions exhibiting increased activation to photographs of their faces; regardless of their attractiveness; compared to monetary rewards.,social reward > monetary reward,fMRI; reward value;decision making; outcome phase; social reward; MNI;,,Rectal Gyrus,6.0,40,-22.0,,,23,11,1397.0,4.33,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,12.0,58,2.0,,,23,10,713.0,3.43,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,-2.0,68,-2.0,,,23,10,713.0,3.41,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,10.0,64,0.0,,,23,10,713.0,3.27,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,0.0,44,-10.0,,,23,11,713.0,3.22,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,-2.0,62,-2.0,,,23,10,713.0,3.08,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,-18.0,32,34.0,,,23,9,591.0,3.79,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Anterior Cingulate,-14.0,40,6.0,,,23,32,591.0,3.21,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Middle Frontal Gyrus,-26.0,20,44.0,,,23,8,591.0,3.12,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Superior Frontal Gyrus,-24.0,24,52.0,,,23,8,591.0,3.0,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,high reward > high loss,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Anterior Cingulate,-18.0,46,10.0,,,23,32,591.0,2.97,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,monetary reward magnitude,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,0.0,68,-2.0,,,23,10,596.0,3.38,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,monetary reward magnitude,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,12.0,60,0.0,,,23,10,596.0,3.13,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,monetary reward magnitude,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Superior Frontal Gyrus,8.0,68,0.0,,,23,10,596.0,3.06,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,monetary reward magnitude,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,-6.0,72,-4.0,,,23,10,596.0,3.02,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,monetary reward magnitude,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,4.0,52,-10.0,,,23,10,596.0,2.94,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Medial Frontal Gyrus,0.0,48,-8.0,,,23,10,1046.0,3.31,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Caudate,-8.0,18,-6.0,,,23,,1046.0,3.23,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Medial Frontal Gyrus,0.0,38,-12.0,,,23,11,1046.0,3.19,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Anterior Cingulate,0.0,42,-6.0,,,23,32,1046.0,3.04,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Caudate,-18.0,18,0.0,,,23,,1046.0,3.02,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,50.0,-76,-2.0,,,23,19,600.0,3.41,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,34.0,-92,-6.0,,,23,18,600.0,3.35,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,40.0,-82,8.0,,,23,19,600.0,3.32,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Temporal Gyrus,54.0,-72,10.0,,,23,39,600.0,3.25,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,48.0,-74,6.0,,,23,19,600.0,3.23,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,social reward > no reward,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Inferior Occipital Gyrus,40.0,-84,-2.0,,,23,18,600.0,3.21,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Middle Occipital Gyrus,50.0,-76,-2.0,,,23,19,2856.0,3.98,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Middle Occipital Gyrus,36.0,-84,16.0,,,23,19,2856.0,3.6,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Middle Occipital Gyrus,40.0,-82,6.0,,,23,19,2856.0,3.58,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Cuneus,4.0,-80,16.0,,,23,18,2856.0,3.56,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Cuneus,12.0,-86,10.0,,,23,18,2856.0,3.53,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Inferior Frontal Gyrus,34.0,28,-6.0,,,23,47,1971.0,3.6,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Medial Frontal Gyrus,0.0,48,-8.0,,,23,10,1971.0,3.36,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Caudate,-8.0,16,-6.0,,,23,,1971.0,3.2,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Thalamus,14.0,-16,-2.0,,,23,,1971.0,3.19,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Caudate,-16.0,16,2.0,,,23,,1971.0,3.16,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,-18.0,-62,48.0,,,23,7,640.0,3.57,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,-26.0,-50,48.0,,,23,7,640.0,3.42,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,-10.0,-64,60.0,,,23,7,640.0,3.24,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,-20.0,-54,34.0,,,23,31,640.0,3.1,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Cuneus,-20.0,-90,24.0,,,23,18,620.0,3.68,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,-26.0,-82,36.0,,,23,19,620.0,3.39,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,-26.0,-68,24.0,,,23,7,620.0,3.16,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Posterior Cingulate,-28.0,-70,20.0,,,23,31,620.0,3.08,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,social reward magnitude,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Superior Occipital Gyrus,-34.0,-86,24.0,,,23,19,620.0,2.87,
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Posterior cingulate gyrus,-5.0,-52,25.0,,,25,23,700.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Cingulate gyrus,-1.0,-13,44.0,,,25,24,607.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,R,Medial frontal cortex,7.0,54,16.0,,,25,10,378.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Middle temporal gyrus,-57.0,-52,4.0,,,25,22,1254.0,,0.001
+,Smith et al,"Neural substrates of reward magnitude, probability, and risk during a wheel of fortune decision-making task",Table 2 - Regions showing greater BOLD for high-magnitude rather than low-magnitude selections,high reward > low reward,fMRI; reward magnitude; anticipation phase; decision making; monetary reward; talairach; gambling,L,Insula,-28.0,-2,23.0,,,25,,668.0,,0.001
