importance,author,title,table_name,keywords,Left/Right,Name,Broadman Area,t,X(R),Y(A),Z(S),z-score,NV,p value,cluster size
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S1 - Brain regions specific of monetary reward outcomes,fMRI; reward value; outcome phase; decision making; monetary reward; MID; MNI; performance-dependent,Right,Middle frontal gyrus,,6.05,36,12,54,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S1 - Brain regions specific of monetary reward outcomes,fMRI; reward value; outcome phase; decision making; monetary reward; MID; MNI; performance-dependent,Left,Inferior parietal lobule,,8.99,-51,-48,57,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S1 - Brain regions specific of monetary reward outcomes,fMRI; reward value; outcome phase; decision making; monetary reward; MID; MNI; performance-dependent,Right,Inferior parietal lobule,,6.99,45,-48,45,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S1 - Brain regions specific of monetary reward outcomes,fMRI; reward value; outcome phase; decision making; monetary reward; MID; MNI; performance-dependent,Right,Precuneus,,5.38,3,-66,48,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Posterior orbital gyrus,,7.56,-30,33,-15,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Posterior orbital gyrus,,7.54,30,33,-15,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Medial orbital / Straight gyrus,,8.9,-6,45,-15,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Amygdala,,6.94,-21,-6,-27,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Amygdala,,5.45,24,0,-27,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Superior frontal gyrus,,6.98,-3,57,30,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Inferior frontal gyrus,,6.97,54,36,9,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Superior temporal gyrus,,6.45,-39,18,-24,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Precentral gyrus,,5.83,48,-6,54,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Precentral gyrus,,6.92,-18,-51,-9,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Parahippocampal gyrus,,8.86,21,-54,-6,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Middle Temporal / Middle occipital gyrus,,10.52,-48,-81,12,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Middle Temporal / Middle occipital gyrus,,11.18,54,-66,6,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Fusiform gyrus,,6.91,-42,-42,-24,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Fusiform gyrus,,11.2,42,-45,-21,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Cuneus / Superior occipital gyrus,,6.11,-12,-84,33,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Cuneus / Superior occipital gyrus,,7.37,12,-84,24,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Cuneus / Superior occipital gyrus,,7.47,0,-84,12,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Left,Lingual gyrus,,6.27,-21,-72,-3,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S2 - Brain regions specific of erotic reward outcomes,fMRI; reward value; outcome phase; decision making; erotic stimuli; MNI; performance-dependent,Right,Lingual gyrus,,6.32,24,-60,12,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Ventral striatum,,6.38,-12,9,-9,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Ventral striatum,,6.2,9,6,-9,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Midbrain,,7.3,-3,-24,-24,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Midbrain,,6.23,6,-24,-9,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Anterior insula,,7.48,-27,21,-6,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Anterior insula,,8.14,33,24,3,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Anterior cingulate,,8.15,-6,27,39,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Anterior cingulate,,8.42,9,18,39,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Anterior cingulate,,7.37,3,6,27,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Posterior cingulate,,6.1,-3,-18,27,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Posterior cingulate,,8.58,3,-3,30,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Middle frontal gyrus,,7.71,-27,-6,48,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Middle frontal gyrus,,7.0,30,-6,54,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Superior frontal gyrus,,10.82,-9,15,45,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Superior frontal / precentral gyrus,,10.08,-27,-12,57,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Thalamus,,6.76,-9,-18,9,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Superior parietal lobule,,9.42,-15,-66,54,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Middle occipital gyrus,,8.14,39,-81,12,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Left,Cerebellum,,8.03,-33,-54,-33,,,0.05,
+,Sescousse et al,The Architecture of Reward Value Coding in the Human Orbitofrontal Cortex,Table S3 - Brain regions activated by both monetary and erotic reward outcomes,fMRI; reward value; outcome phase; decision making; MNI; performance-dependent; monetary and erotic stimuli,Right,Cerebellum,,6.96,33,-69,-27,,,0.05,
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Precuneus,7,,4,-72,34,6.26,,,11072
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Inferior Parietal Lobule,40,,40,-40,44,4.92,,,3306
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Middle Frontal Gyrus,6,,32,4,64,4.95,,,3110
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Middle Temporal Gyrus,21,,62,-46,-8,4.79,,,1570
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Superior Frontal Gyrus,6,,-24,6,62,4.23,,,1562
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S2 - Regions exhibiting increased activation to monetary rewards - regardless of their value - compared to photographs of faces.,fMRI; reward value; decision making; outcome phase; monetary reward; MNI;,,Middle Temporal Gyrus,37,,-52,-56,-14,4.51,,,587
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S3 - Regions exhibiting increased activation to photographs of their faces; regardless of their attractiveness; compared to monetary rewards.,fMRI; reward value;decision making; outcome phase; social reward; MNI;,,Middle Temporal Gyrus,39,,48,-62,6,6.4,,,6255
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S3 - Regions exhibiting increased activation to photographs of their faces; regardless of their attractiveness; compared to monetary rewards.,fMRI; reward value;decision making; outcome phase; social reward; MNI;,,Middle Occipital Gyrus,19,,-42,-78,0,5.14,,,3640
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S3 - Regions exhibiting increased activation to photographs of their faces; regardless of their attractiveness; compared to monetary rewards.,fMRI; reward value;decision making; outcome phase; social reward; MNI;,,Rectal Gyrus,11,,6,40,-22,4.33,,,1397
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,10,,12,58,2,3.43,,,713
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,10,,-2,68,-2,3.41,,,713
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,10,,10,64,0,3.27,,,713
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,11,,0,44,-10,3.22,,,713
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,10,,-2,62,-2,3.08,,,713
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Medial Frontal Gyrus,9,,-18,32,34,3.79,,,591
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Anterior Cingulate,32,,-14,40,6,3.21,,,591
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Middle Frontal Gyrus,8,,-26,20,44,3.12,,,591
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Superior Frontal Gyrus,8,,-24,24,52,3.0,,,591
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S4 - Regions exhibiting sensitivity to monetary value defined as increased activation to large gains (+$5 & +$2) compared to large losses (-$5 & -$2).,fMRI;reward magnitude; reward value; decision making; outcome phase; monetary reward; high gain vs high loss; MNI;,,Anterior Cingulate,32,,-18,46,10,2.97,,,591
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,10,,0,68,-2,3.38,,,596
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,10,,12,60,0,3.13,,,596
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Superior Frontal Gyrus,10,,8,68,0,3.06,,,596
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,10,,-6,72,-4,3.02,,,596
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S5 - Regions whose activation increases with increasing monetary reward size,fMRI;reward magnitude; reward value; outcome phase; decision making; monetary reward; MNI;,,Medial Frontal Gyrus,10,,4,52,-10,2.94,,,596
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Medial Frontal Gyrus,10,,0,48,-8,3.31,,,1046
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Caudate,,,-8,18,-6,3.23,,,1046
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Medial Frontal Gyrus,11,,0,38,-12,3.19,,,1046
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Anterior Cingulate,32,,0,42,-6,3.04,,,1046
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Caudate,,,-18,18,0,3.02,,,1046
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,19,,50,-76,-2,3.41,,,600
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,18,,34,-92,-6,3.35,,,600
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,19,,40,-82,8,3.32,,,600
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Temporal Gyrus,39,,54,-72,10,3.25,,,600
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Middle Occipital Gyrus,19,,48,-74,6,3.23,,,600
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S6 - Regions exhibiting sensitivity to social value - defined as increased activation to attractive faces (those from the 4-star category) compared to unattractive faces (those from the 1-star category).,fMRI; reward value; outcome phase; decision making; social reward; MNI;,,Inferior Occipital Gyrus,18,,40,-84,-2,3.21,,,600
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Middle Occipital Gyrus,19,,50,-76,-2,3.98,,,2856
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Middle Occipital Gyrus,19,,36,-84,16,3.6,,,2856
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Middle Occipital Gyrus,19,,40,-82,6,3.58,,,2856
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Cuneus,18,,4,-80,16,3.56,,,2856
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Cuneus,18,,12,-86,10,3.53,,,2856
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Inferior Frontal Gyrus,47,,34,28,-6,3.6,,,1971
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Medial Frontal Gyrus,10,,0,48,-8,3.36,,,1971
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Caudate,,,-8,16,-6,3.2,,,1971
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Thalamus,,,14,-16,-2,3.19,,,1971
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Caudate,,,-16,16,2,3.16,,,1971
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,7,,-18,-62,48,3.57,,,640
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,7,,-26,-50,48,3.42,,,640
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,7,,-10,-64,60,3.24,,,640
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Precuneus,31,,-20,-54,34,3.1,,,640
+,Smith et al,Distinct Value Signals in Anterior and Posterior Ventromedial Prefrontal Cortex,Table S7 - Regions whose activation increases with increasing social reward size,fMRI;reward magnitude; outcome phase; decision making; monetary reward; social reward; MNI;,,Cuneus,18,,-20,-90,24,3.68,,,620
